,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank,weighted_degree_centrality,weighted_pagerank,composite_centrality,node_type,weight,label,degree,repo_id,repo_name,in_lcc
R_456549280,0.017064846416382253,0.3210633946830266,0.0008774147477490387,0.05098542241254497,0.00381678660019328,0.06825938566552901,0.00381678660019328,0.18526593305613828,Repo,1,R_456549280,28,456549280,ydb-platform/ydb,True
R_208728772,0.017064846416382253,0.3347547974413646,0.005098870145849009,0.03619211313960872,0.002277239917398652,0.04436860068259386,0.002277239917398652,0.18342085101761338,Repo,1,R_208728772,120,208728772,milvus-io/milvus,True
R_166515022,0.06825938566552901,0.37740384615384615,0.02363403580986701,0.2595938974298118,0.013832108409054144,0.962457337883959,0.013832108409054144,0.5393944468881305,Repo,1,R_166515022,196,166515022,trinodb/trino,True
R_20473418,0.010238907849829351,0.2828828828828829,3.864920763382395e-05,0.05120424406389171,0.0012743637994481354,0.017064846416382253,0.0012743637994481354,0.14328462696182373,Repo,1,R_20473418,11,20473418,apache/phoenix,True
R_20089857,0.017064846416382253,0.30019120458891013,0.0011305710668774501,0.07348639834572647,0.002133164252734471,0.04778156996587031,0.002133164252734471,0.18119162816255466,Repo,1,R_20089857,27,20089857,apache/hbase,True
R_60246359,0.08532423208191127,0.4266304347826087,0.051258191778219345,0.2479155672996192,0.023027039816261904,0.7440273037542662,0.023027039816261904,0.6995108274648695,Repo,1,R_60246359,370,60246359,ClickHouse/ClickHouse,True
R_160999,0.017064846416382253,0.35044642857142855,0.004413748758182183,0.06370079220453619,0.0025807494592761417,0.051194539249146756,0.0025807494592761417,0.20390254468124616,Repo,1,R_160999,30,160999,apache/zookeeper,True
R_581145740,0.010238907849829351,0.31462925851703405,0.0005215417941730078,0.0527767724351459,0.00509924024622327,0.13993174061433447,0.00509924024622327,0.1805254895124661,Repo,1,R_581145740,25,581145740,ByConity/ByConity,True
R_130688011,0.017064846416382253,0.3284518828451883,0.0014441576384904527,0.04195419398311827,0.002147267707603255,0.034129692832764506,0.002147267707603255,0.17394534159525363,Repo,1,R_130688011,117,130688011,meilisearch/meilisearch,True
R_678214856,0.017064846416382253,0.3347547974413646,0.0010860631154912888,0.0667798418176316,0.010780244257594631,0.3720136518771331,0.010780244257594631,0.24518597270650186,Repo,1,R_678214856,33,678214856,timeplus-io/proton,True
R_606433492,0.020477815699658702,0.33192389006342493,0.002793756798227735,0.07384216013869833,0.003967378010286413,0.10921501706484642,0.003967378010286413,0.21387736236426627,Repo,1,R_606433492,41,606433492,chdb-io/chdb,True
R_574588439,0.010238907849829351,0.3210633946830266,0.000243202549304616,0.05431398630693472,0.0034573780209940018,0.06484641638225255,0.0034573780209940018,0.17186069259797465,Repo,1,R_574588439,22,574588439,ytsaurus/ytsaurus,True
R_551374215,0.013651877133105802,0.32040816326530613,0.004221038539470472,0.05479505968569652,0.002563439296201086,0.020477815699658702,0.002563439296201086,0.18203569694853125,Repo,1,R_551374215,19,551374215,cozodb/cozo,True
R_19257422,0.013651877133105802,0.3250517598343685,0.007147599233250737,0.06410267383538745,0.006368692688804399,1.266211604095563,0.006368692688804399,0.2422361214693869,Repo,1,R_19257422,44,19257422,questdb/questdb,True
R_198683574,0.010238907849829351,0.3243801652892562,0.0075033428397774556,0.037371909383691254,0.00203341502544389,0.013651877133105802,0.00203341502544389,0.17347749950263558,Repo,1,R_198683574,59,198683574,dolthub/dolt,True
R_182849188,0.027303754266211604,0.3488888888888889,0.004140516446372658,0.14070842505382455,0.006914389642192176,0.4948805460750853,0.006914389642192176,0.29574416163259803,Repo,1,R_182849188,43,182849188,delta-io/delta,True
R_6358188,0.010238907849829351,0.3184584178498986,0.0014440252385574748,0.03523572278901482,0.001229204250442621,0.013651877133105802,0.001229204250442621,0.14976989620986345,Repo,1,R_6358188,120,6358188,apache/druid,True
R_385634291,0.010238907849829351,0.27886323268206037,0.0004942948257502468,0.018838980272553065,0.013041713771782468,1.1023890784982935,0.013041713771782468,0.21416276062420872,Repo,1,R_385634291,126,385634291,grafana/mimir,True
R_184981,0.006825938566552901,0.24841772151898733,5.882696713263828e-05,0.0054837073590664615,0.0012208909900240277,0.020477815699658702,0.0012208909900240277,0.10067808754371495,Repo,1,R_184981,18,184981,memcached/memcached,True
R_351806852,0.010238907849829351,0.28186714542190305,1.71817289260835e-05,0.023400054677242033,0.0012225463711400034,0.07167235494880546,0.0012225463711400034,0.12833214386964636,Repo,1,R_351806852,140,351806852,neondatabase/neon,True
R_84240850,0.006825938566552901,0.28136200716845877,0.0,0.021245501413284625,0.0015980332139049261,0.13651877133105803,0.0015980332139049261,0.12463078208879128,Repo,1,R_84240850,35,84240850,timescale/timescaledb,True
R_44781140,0.010238907849829351,0.28186714542190305,1.71817289260835e-05,0.023400054677242033,0.00363167902619207,0.3515358361774744,0.00363167902619207,0.14762345653061004,Repo,1,R_44781140,53,44781140,greenplum-db/gpdb,True
R_158975124,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_158975124,44,158975124,apache/iotdb,False
R_114619105,0.023890784982935155,0.3102766798418972,0.003063700708956449,0.10683250953548483,0.008761368465793423,0.5358361774744027,0.008761368465793423,0.26710203368947977,Repo,1,R_114619105,134,114619105,apache/kyuubi,True
R_33745913,0.051194539249146756,0.3458149779735683,0.022520720777571855,0.11107229189629604,0.01153341564198421,0.17406143344709898,0.01153341564198421,0.3872109970635114,Repo,1,R_33745913,36,33745913,h2database/h2database,True
R_55072677,0.013651877133105802,0.2870201096892139,0.0008017416393041713,0.02910070747319008,0.0015860121221305307,0.013651877133105802,0.0015860121221305307,0.1419601035595887,Repo,1,R_55072677,12,55072677,semi-technologies/weaviate,True
R_388946490,0.040955631399317405,0.38957816377171217,0.006522707053687867,0.21781417415216622,0.03131218945311257,3.051194539249147,0.03131218945311257,0.570958312863109,Repo,1,R_388946490,126,388946490,facebookincubator/velox,True
R_99919302,0.027303754266211604,0.3685446009389671,0.003941868238695596,0.15851370146639882,0.0013309463216348285,0.034129692832764506,0.0013309463216348285,0.27048721865518804,Repo,1,R_99919302,73,99919302,apache/doris,True
R_75425073,0.010238907849829351,0.0,0.0,5.5334949350174127e-14,0.006792020541113036,0.010238907849829351,0.006792020541113036,0.05207216428518535,Repo,1,R_75425073,71,75425073,pubkey/rxdb,False
R_714074,0.006825938566552901,0.0,0.0,3.912772147493404e-14,0.0065259736532505075,0.010238907849829351,0.0065259736532505075,0.044818730849203306,Repo,1,R_714074,20,714074,pouchdb/pouchdb,False
R_2649214,0.0034129692832764505,0.2962264150943396,0.0,0.023810751016795896,0.0008989516289337082,0.010238907849829351,0.0008989516289337082,0.11884538809999963,Repo,1,R_2649214,45,2649214,arangodb/arangodb,True
R_3786237,0.020477815699658702,0.31781376518218624,0.006208840756493594,0.08027621668219952,0.00717877226959724,0.30716723549488056,0.00717877226959724,0.24401837428129022,Repo,1,R_3786237,144,3786237,hazelcast/hazelcast,True
R_195619075,0.006825938566552901,0.23224852071005916,9.736313058113984e-05,0.002983323907625951,0.0012996841636118623,0.006825938566552901,0.0012996841636118623,0.09418361938457319,Repo,1,R_195619075,14,195619075,vdaas/vald,True
R_94593596,0.013651877133105802,0.2875457875457875,0.003108783829728806,0.014968874282047642,0.011763876814288463,0.3412969283276451,0.011763876814288463,0.20556119231174744,Repo,1,R_94593596,42,94593596,etcd-io/bbolt,True
R_196353673,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_196353673,22,196353673,taosdata/TDengine,False
R_478288303,0.0034129692832764505,0.23432835820895523,0.0,0.004541430986804309,0.0008932671709414493,0.0034129692832764505,0.0008932671709414493,0.0873512624194488,Repo,1,R_478288303,14,478288303,nuclia/nucliadb,True
R_31006158,0.0034129692832764505,0.2744755244755245,0.0,0.02632395384546959,0.0009132933081301021,0.010238907849829351,0.0009132933081301021,0.11302811643488504,Repo,1,R_31006158,11,31006158,apache/ignite,True
R_13124802,0.023890784982935155,0.35201793721973096,0.005881273806995979,0.0959691968025781,0.0022970827867311912,0.09556313993174062,0.0022970827867311912,0.23667271017528677,Repo,1,R_13124802,71,13124802,influxdata/influxdb,True
R_61153677,0.006825938566552901,0.2773851590106007,0.0,0.01828287004264655,0.000980802590964164,0.017064846416382253,0.000980802590964164,0.11581274373594712,Repo,1,R_61153677,14,61153677,m3db/m3,True
R_150013328,0.013651877133105802,0.2783687943262411,0.0022411341428686792,0.019902024586327963,0.003279087260404447,0.020477815699658702,0.003279087260404447,0.14770276601626578,Repo,1,R_150013328,25,150013328,cberner/redb,True
R_339993112,0.006825938566552901,0.2520064205457464,0.0018556267240170182,0.004433908463511554,0.0011360556590504266,0.010238907849829351,0.0011360556590504266,0.1053292736767805,Repo,1,R_339993112,49,339993112,matrixorigin/matrixone,True
R_80087836,0.010238907849829351,0.20258064516129032,0.0018556267240170182,0.0009086691505287933,0.008884806373349874,0.20819112627986347,0.008884806373349874,0.14116871900093675,Repo,1,R_80087836,24,80087836,dgraph-io/badger,True
R_19961085,0.023890784982935155,0.3584474885844749,0.007542854350292553,0.09406358466949807,0.002620146805936281,0.08532423208191127,0.002620146805936281,0.24380924556325972,Repo,1,R_19961085,128,19961085,apache/pinot,True
R_480217156,0.03754266211604096,0.3617511520737327,0.008375592063461805,0.15250982424121115,0.006743162827272636,0.310580204778157,0.006743162827272636,0.33028275460120904,Repo,1,R_480217156,117,480217156,GreptimeTeam/greptimedb,True
R_510375115,0.010238907849829351,0.2896678966789668,2.4330094740118585e-05,0.04312586700874321,0.002744241698427165,0.10580204778156997,0.002744241698427165,0.1512745914242495,Repo,1,R_510375115,44,510375115,splitgraph/seafowl,True
R_496817075,0.006825938566552901,0.2793594306049822,0.0,0.030170962828634337,0.002635354669406424,0.09897610921501707,0.002635354669406424,0.13415495175908798,Repo,1,R_496817075,105,496817075,GlareDB/glaredb,True
R_105944401,0.04778156996587031,0.3801452784503632,0.020244241033961868,0.11138056931216192,0.004504961003400677,0.23890784982935154,0.004504961003400677,0.3477686921914317,Repo,1,R_105944401,97,105944401,yugabyte/yugabyte-db,True
R_125824259,0.013651877133105802,0.34130434782608693,0.0038589912220598818,0.053277609099289705,0.0011136944449237213,0.013651877133105802,0.0011136944449237213,0.1787301656552285,Repo,1,R_125824259,43,125824259,xtdb/xtdb,True
R_50647838,0.006825938566552901,0.307843137254902,0.0002637705026399626,0.03761951533004708,0.0010773760871511673,0.020477815699658702,0.0010773760871511673,0.1379687379965299,Repo,1,R_50647838,15,50647838,apache/kudu,True
R_60377070,0.0034129692832764505,0.24569640062597808,0.0,0.006500734481503425,0.006107446230710431,1.2457337883959045,0.006107446230710431,0.14616739940468446,Repo,1,R_60377070,61,60377070,vespa-engine/vespa,True
R_108110,0.013651877133105802,0.2246065808297568,0.008968862499415586,0.0013920456974574234,0.008044612347364383,0.06143344709897611,0.008044612347364383,0.16551766869023954,Repo,1,R_108110,9,108110,mongodb/mongo,True
R_201403923,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_201403923,7,201403923,activeloopai/deeplake,False
R_34839383,0.0034129692832764505,0.23716012084592145,0.0,0.01083312049770197,0.0008356620829841997,0.0034129692832764505,0.0008356620829841997,0.09142859818929351,Repo,1,R_34839383,4,34839383,apache/geode,True
R_23405758,0.017064846416382253,0.314,0.002261874017730201,0.050690546384369005,0.002123681106023436,0.020477815699658702,0.002123681106023436,0.17566148813665347,Repo,1,R_23405758,13,23405758,google/leveldb,True
R_11695619,0.0034129692832764505,0.2573770491803279,0.0,0.011263128269563367,0.0025183666417844175,0.030716723549488054,0.0025183666417844175,0.10869206741037747,Repo,1,R_11695619,93,11695619,eXist-db/exist,True
R_268163609,0.027303754266211604,0.3326271186440678,0.003435923950944725,0.07421203195012556,0.00207102117124013,0.05460750853242321,0.00207102117124013,0.2154141181443215,Repo,1,R_268163609,181,268163609,qdrant/qdrant,True
R_357707809,0.013651877133105802,0.3060428849902534,0.0005511948798158999,0.03380513871704993,0.011794728400167136,0.3447098976109215,0.011794728400167136,0.21565468617007463,Repo,1,R_357707809,119,357707809,quickwit-oss/quickwit,True
R_49876476,0.013651877133105802,0.3165322580645161,0.0024609830538179682,0.0404570208411011,0.0030175436908086257,0.06825938566552901,0.0030175436908086257,0.1717711727397792,Repo,1,R_49876476,120,49876476,apache/shardingsphere,True
R_220186120,0.0034129692832764505,0.2744755244755245,0.0,0.02632395384546959,0.000829917177332037,0.0034129692832764505,0.000829917177332037,0.11241518228807477,Repo,1,R_220186120,47,220186120,codenotary/immudb,True
R_79317191,0.013651877133105802,0.3121272365805169,0.0014774657028124314,0.036946882284410544,0.001498526954859516,0.013651877133105802,0.001498526954859516,0.1559516850747535,Repo,1,R_79317191,51,79317191,typesense/typesense,True
R_442441933,0.0034129692832764505,0.2706896551724138,0.0,0.01942988915397417,0.002121929873261838,0.05460750853242321,0.002121929873261838,0.11580759531397687,Repo,1,R_442441933,14,442441933,mabel-dev/opteryx,True
R_50874442,0.0034129692832764505,0.2808586762075134,0.0,0.018872444835118633,0.03656290180403551,6.262798634812286,0.03656290180403551,0.43692024206302127,Repo,1,R_50874442,28,50874442,citusdata/citus,True
R_2944302,0.0034129692832764505,0.18362573099415205,0.0,0.00014117785115170975,0.0030703646961745307,0.020477815699658702,0.0030703646961745307,0.08087350004163951,Repo,1,R_2944302,11,2944302,wiredtiger/wiredtiger,True
R_298763623,0.0034129692832764505,0.2706896551724138,0.0,0.01942988915397417,0.002121929873261838,0.05460750853242321,0.002121929873261838,0.11580759531397687,Repo,1,R_298763623,42,298763623,kuzudb/kuzu,True
R_49412556,0.023890784982935155,0.30544747081712065,0.012857096269275265,0.044784834433284244,0.012969277872355345,0.3583617747440273,0.012969277872355345,0.27798108829081186,Repo,1,R_49412556,55,49412556,quickwit-oss/tantivy,True
R_19816070,0.006825938566552901,0.27304347826086955,0.00010484945532750481,0.011128285127658104,0.0017852730430834784,0.020477815699658702,0.0017852730430834784,0.11541611787051954,Repo,1,R_19816070,32,19816070,MariaDB/server,True
R_25780780,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_25780780,29,25780780,AlaSQL/alasql,False
R_462329984,0.0034129692832764505,0.2962264150943396,0.0,0.023810751016795896,0.01728588414503789,1.5255972696245734,0.01728588414503789,0.24263717944514124,Repo,1,R_462329984,16,462329984,speedb-io/speedb,True
R_143436277,0.0034129692832764505,0.2962264150943396,0.0,0.023810751016795896,0.0008620441232668069,0.006825938566552901,0.0008620441232668069,0.11856657775913218,Repo,1,R_143436277,5,143436277,baidu/BaikalDB,True
R_41349039,0.006825938566552901,0.2520064205457464,0.0018556267240170182,0.004433908463511554,0.008169044296766105,0.20477815699658702,0.008169044296766105,0.14973846856156472,Repo,1,R_41349039,42,41349039,dgraph-io/dgraph,True
R_86868560,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_86868560,45,86868560,TileDB-Inc/TileDB,False
R_1917262,0.006825938566552901,0.22492836676217765,0.00048108840993033806,0.0014563584374710106,0.002531583425207504,0.010238907849829351,0.002531583425207504,0.09909099941064257,Repo,1,R_1917262,24,1917262,realm/realm-core,True
R_911980,0.010238907849829351,0.26475548060708265,0.0009491268876525317,0.008291803735809192,0.0022442372525268337,0.013651877133105802,0.0022442372525268337,0.12153382112172774,Repo,1,R_911980,81,911980,tarantool/tarantool,True
R_95817032,0.006825938566552901,0.2951127819548872,0.0014076608692941855,0.021823403563266393,0.0011642457086006737,0.010238907849829351,0.0011642457086006737,0.12832089852106837,Repo,1,R_95817032,44,95817032,edgedb/edgedb,True
R_661663226,0.0034129692832764505,0.0,0.0,2.864347395048771e-14,0.0027126349320601454,0.0034129692832764505,0.0027126349320601454,0.01691274542122892,Repo,1,R_661663226,14,661663226,maxnowack/signaldb,False
R_77385607,0.017064846416382253,0.2940074906367041,0.01837383009046048,0.024412537387888372,0.00564536464861291,0.08532423208191127,0.00564536464861291,0.2183899129269669,Repo,1,R_77385607,91,77385607,JanusGraph/janusgraph,True
R_30449481,0.023890784982935155,0.2711571675302245,0.010685764680313143,0.010825294178909652,0.010692131120229105,0.16723549488054607,0.010692131120229105,0.22528406218327496,Repo,1,R_30449481,83,30449481,apache/tinkerpop,True
R_206424,0.006825938566552901,0.22819767441860464,0.007147599233250737,0.002501243221489318,0.0025836011410862113,0.006825938566552901,0.0025836011410862113,0.11848593080941236,Repo,1,R_206424,35,206424,apache/cassandra,True
R_546206616,0.010238907849829351,0.307843137254902,0.0,0.056601194773186314,0.001324834276329435,0.020477815699658702,0.001324834276329435,0.15486844076441203,Repo,1,R_546206616,88,546206616,chroma-core/chroma,True
R_84458512,0.010238907849829351,0.266553480475382,0.008220639113563044,0.0044851764503799785,0.0038326789792956324,0.023890784982935155,0.0038326789792956324,0.1485032282026357,Repo,1,R_84458512,16,84458512,RedisGraph/RedisGraph,True
R_148087762,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_148087762,23,148087762,georgia-tech-db/eva,False
R_6650539,0.010238907849829351,0.2561174551386623,0.00421687675724832,0.003959566945036591,0.002230184943631402,0.020477815699658702,0.002230184943631402,0.12487951334810118,Repo,1,R_6650539,33,6650539,neo4j/neo4j,True
R_346976717,0.010238907849829351,0.29236499068901306,0.000254463977836217,0.025564643976257236,0.0012369126374693834,0.010238907849829351,0.0012369126374693834,0.13256892062299785,Repo,1,R_346976717,42,346976717,4paradigm/OpenMLDB,True
R_52080367,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_52080367,6,52080367,CUBRID/cubrid,False
R_2524488,0.013651877133105802,0.3030888030888031,0.0033201678001541315,0.05005053789508633,0.001588079594717505,0.027303754266211604,0.001588079594717505,0.16574980740603631,Repo,1,R_2524488,41,2524488,apache/accumulo,True
R_449924556,0.006825938566552901,0.25779967159277506,0.00022971328632223593,0.009294514539334418,0.0016306873989238042,0.010238907849829351,0.0016306873989238042,0.10853997812089967,Repo,1,R_449924556,14,449924556,tigrisdata/tigris,True
R_198466472,0.0034129692832764505,0.21073825503355706,0.0,0.00045486121050088135,0.0012535720323982123,0.0034129692832764505,0.0012535720323982123,0.07928769263177145,Repo,1,R_198466472,25,198466472,terminusdb/terminusdb,True
R_5844474,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_5844474,25,5844474,EventStore/EventStore,False
R_34533675,0.010238907849829351,0.29734848484848486,8.132685025012858e-05,0.04361585594268818,0.0012894733071559554,0.017064846416382253,0.0012894733071559554,0.14415184200767314,Repo,1,R_34533675,62,34533675,apache/sedona,True
R_396856161,0.0034129692832764505,0.28035714285714286,0.0,0.011846474510030213,0.0009653426186222795,0.010238907849829351,0.0009653426186222795,0.10733159075722705,Repo,1,R_396856161,68,396856161,authzed/spicedb,True
R_95614931,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_95614931,60,95614931,manticoresoftware/manticoresearch,False
R_396867188,0.006825938566552901,0.21389645776566757,0.0,0.001221580405031996,0.002618981120489266,0.027303754266211604,0.002618981120489266,0.09483770654581462,Repo,1,R_396867188,56,396867188,ArcadeData/arcadedb,True
R_7083240,0.006825938566552901,0.21389645776566757,0.0,0.001221580405031996,0.0012520446468868682,0.006825938566552901,0.0012520446468868682,0.08653789030603472,Repo,1,R_7083240,10,7083240,orientechnologies/orientdb,True
R_31315021,0.0,0.0,0.0,2.0233157364174995e-24,0.0007882291119330043,0.0,0.0007882291119330043,0.0,Repo,1,R_31315021,39,31315021,Kinto/kinto,False
R_542714,0.013651877133105802,0.28390596745027125,0.0016706516518686324,0.014449474080431976,0.0019365456489390746,0.013651877133105802,0.0019365456489390746,0.13716211578219423,Repo,1,R_542714,52,542714,ravendb/ravendb,True
R_1050944,0.006825938566552901,0.28136200716845877,0.0009022589493041596,0.015300621894235514,0.001312993558235736,0.006825938566552901,0.001312993558235736,0.11959623436561931,Repo,1,R_1050944,48,1050944,infinispan/infinispan,True
R_276293034,0.013651877133105802,0.30426356589147285,0.004383825256125271,0.02373428479139906,0.0019316111478134262,0.023890784982935155,0.0019316111478134262,0.1563737000961625,Repo,1,R_276293034,30,276293034,apache/age,True
