node,clustering_coefficient,node_type,weight,label,degree,repo_id,repo_name,community_id,community_size
R_63537249,0.0,Repo,1,R_63537249,2,63537249,,2,855
R_105963253,0.0,Repo,1,R_105963253,1,105963253,,2,855
R_26983101,0.0,Repo,1,R_26983101,2,26983101,,12,122
R_133275023,0.0,Repo,1,R_133275023,1,133275023,,2,855
R_348444625,0.0,Repo,1,R_348444625,1,348444625,,2,855
R_474191681,0.0,Repo,1,R_474191681,1,474191681,,2,855
R_298726683,0.0,Repo,1,R_298726683,1,298726683,,2,855
R_713825427,0.0,Repo,1,R_713825427,1,713825427,,2,855
R_75190736,0.0,Repo,1,R_75190736,1,75190736,,2,855
R_486278040,0.0,Repo,1,R_486278040,1,486278040,,2,855
R_99618772,0.0,Repo,1,R_99618772,1,99618772,,2,855
R_317234849,0.0,Repo,1,R_317234849,1,317234849,,2,855
R_108883966,0.0,Repo,1,R_108883966,1,108883966,,2,855
R_219061541,0.0,Repo,1,R_219061541,1,219061541,,2,855
R_303762301,0.0,Repo,1,R_303762301,1,303762301,,2,855
R_122508361,0.0,Repo,1,R_122508361,1,122508361,,2,855
R_123148813,0.0,Repo,1,R_123148813,1,123148813,,2,855
R_506613299,0.0,Repo,1,R_506613299,1,506613299,,2,855
R_19582982,0.0,Repo,1,R_19582982,1,19582982,,2,855
R_81712364,0.0,Repo,1,R_81712364,1,81712364,,2,855
R_174417748,0.0,Repo,1,R_174417748,1,174417748,,2,855
R_527483772,0.0,Repo,1,R_527483772,1,527483772,,2,855
R_23664475,0.0,Repo,1,R_23664475,2,23664475,,12,122
R_27358084,0.0,Repo,1,R_27358084,1,27358084,,2,855
R_523767396,0.0,Repo,1,R_523767396,1,523767396,,2,855
R_440346630,0.0,Repo,1,R_440346630,1,440346630,,2,855
R_37334619,0.0,Repo,1,R_37334619,1,37334619,,2,855
R_508434677,0.0,Repo,1,R_508434677,1,508434677,,2,855
R_12488845,0.0,Repo,1,R_12488845,1,12488845,,2,855
R_455590766,0.0,Repo,1,R_455590766,1,455590766,,2,855
R_2755696,0.1,Repo,1,R_2755696,5,2755696,,2,855
R_111431261,0.6666666666666666,Repo,1,R_111431261,3,111431261,,2,855
R_213717832,0.0,Repo,1,R_213717832,1,213717832,,2,855
R_178710662,0.0,Repo,1,R_178710662,1,178710662,,2,855
R_204253808,0.0,Repo,1,R_204253808,1,204253808,,2,855
R_204020546,0.0,Repo,1,R_204020546,2,204020546,,10,154
R_235822784,0.0,Repo,1,R_235822784,1,235822784,,2,855
R_257485422,0.0,Repo,1,R_257485422,7,257485422,,0,1244
R_367429065,0.3,Repo,1,R_367429065,5,367429065,,2,855
R_623797735,0.0,Repo,1,R_623797735,1,623797735,,2,855
R_630002417,0.0,Repo,1,R_630002417,1,630002417,,2,855
R_31629751,0.0,Repo,1,R_31629751,2,31629751,,2,855
R_90438444,0.0,Repo,1,R_90438444,1,90438444,,2,855
R_3655872,0.0,Repo,1,R_3655872,1,3655872,,2,855
R_36891867,0.0,Repo,1,R_36891867,2,36891867,,10,154
R_2560988,0.0,Repo,1,R_2560988,3,2560988,,0,1244
R_2871998,0.0,Repo,1,R_2871998,1,2871998,,2,855
R_52037627,0.0,Repo,1,R_52037627,1,52037627,,2,855
R_446597121,0.0,Repo,1,R_446597121,1,446597121,,2,855
R_404143034,0.0,Repo,1,R_404143034,1,404143034,,2,855
R_316803297,0.0,Repo,1,R_316803297,1,316803297,,2,855
R_561282323,0.0,Repo,1,R_561282323,1,561282323,,2,855
R_32741886,0.0,Repo,1,R_32741886,5,32741886,,0,1244
R_25299152,0.0,Repo,1,R_25299152,1,25299152,,2,855
R_18369373,0.2,Repo,1,R_18369373,5,18369373,,2,855
R_197658090,0.0,Repo,1,R_197658090,1,197658090,,2,855
R_114187903,0.04504504504504504,Repo,1,R_114187903,39,114187903,apple/foundationdb,3,647
R_59878249,0.0,Repo,1,R_59878249,1,59878249,,3,647
R_436297183,0.0,Repo,1,R_436297183,1,436297183,,3,647
R_221993778,1.0,Repo,1,R_221993778,2,221993778,,3,647
R_75821432,0.1695906432748538,Repo,1,R_75821432,19,75821432,,3,647
R_456549280,0.05434782608695652,Repo,1,R_456549280,28,456549280,ydb-platform/ydb,3,647
R_54980593,0.0,Repo,1,R_54980593,3,54980593,,3,647
R_11939484,0.0,Repo,1,R_11939484,6,11939484,,3,647
R_35440404,0.13333333333333333,Repo,1,R_35440404,6,35440404,,3,647
R_44838949,0.0,Repo,1,R_44838949,1,44838949,,3,647
R_156111871,0.0,Repo,1,R_156111871,1,156111871,,3,647
R_108761645,0.0,Repo,1,R_108761645,1,108761645,,3,647
R_6701057,0.0,Repo,1,R_6701057,1,6701057,,3,647
R_112100818,0.0,Repo,1,R_112100818,1,112100818,,3,647
R_2328181,0.0,Repo,1,R_2328181,3,2328181,,3,647
R_340996636,0.0,Repo,1,R_340996636,1,340996636,,3,647
R_22660515,0.0,Repo,1,R_22660515,1,22660515,,3,647
R_202061775,0.0,Repo,1,R_202061775,1,202061775,,3,647
R_45497910,0.0,Repo,1,R_45497910,1,45497910,,3,647
R_596892,0.0,Repo,1,R_596892,5,596892,,3,647
R_585687628,0.0,Repo,1,R_585687628,1,585687628,,3,647
R_275257814,0.0,Repo,1,R_275257814,1,275257814,,3,647
R_208728772,0.004273504273504274,Repo,1,R_208728772,120,208728772,milvus-io/milvus,8,171
R_215570371,0.0,Repo,1,R_215570371,1,215570371,,8,171
R_436551874,1.0,Repo,1,R_436551874,2,436551874,,8,171
R_676419965,0.0,Repo,1,R_676419965,1,676419965,,8,171
R_392292114,0.0,Repo,1,R_392292114,1,392292114,,8,171
R_360436551,0.0,Repo,1,R_360436551,1,360436551,,8,171
R_515881221,1.0,Repo,1,R_515881221,2,515881221,,8,171
R_185278617,0.0,Repo,1,R_185278617,1,185278617,,8,171
R_510182286,0.0,Repo,1,R_510182286,1,510182286,,8,171
R_559815862,0.0,Repo,1,R_559815862,1,559815862,,8,171
R_675602052,0.0,Repo,1,R_675602052,1,675602052,,8,171
R_1731413,0.0,Repo,1,R_1731413,1,1731413,,8,171
R_1780633,0.0,Repo,1,R_1780633,1,1780633,,8,171
R_2410676,0.02564102564102564,Repo,1,R_2410676,13,2410676,,1,987
R_6443435,0.0,Repo,1,R_6443435,1,6443435,,8,171
R_123068215,0.0,Repo,1,R_123068215,1,123068215,,8,171
R_213633271,0.0,Repo,1,R_213633271,1,213633271,,8,171
R_230075785,0.0,Repo,1,R_230075785,1,230075785,,8,171
R_4524181,0.09523809523809523,Repo,1,R_4524181,7,4524181,,3,647
R_39840932,0.2,Repo,1,R_39840932,5,39840932,,3,647
R_518393338,0.0,Repo,1,R_518393338,1,518393338,,8,171
R_191751505,0.0,Repo,1,R_191751505,1,191751505,,8,171
R_601002785,0.0,Repo,1,R_601002785,1,601002785,,8,171
R_47190624,0.0,Repo,1,R_47190624,1,47190624,,8,171
R_267273319,0.0,Repo,1,R_267273319,1,267273319,,8,171
R_442441672,0.0,Repo,1,R_442441672,1,442441672,,8,171
R_70637366,0.0,Repo,1,R_70637366,1,70637366,,8,171
R_123649788,0.0,Repo,1,R_123649788,1,123649788,,8,171
R_660517465,0.0,Repo,1,R_660517465,1,660517465,,8,171
R_571547749,0.0,Repo,1,R_571547749,1,571547749,,8,171
R_201441751,0.0,Repo,1,R_201441751,1,201441751,,8,171
R_71823870,0.3333333333333333,Repo,1,R_71823870,4,71823870,,2,855
R_662029190,0.0,Repo,1,R_662029190,1,662029190,,8,171
R_638739649,0.0,Repo,1,R_638739649,2,638739649,,3,647
R_250213286,0.0,Repo,1,R_250213286,1,250213286,,8,171
R_668609448,0.0,Repo,1,R_668609448,1,668609448,,8,171
R_36817457,0.0,Repo,1,R_36817457,3,36817457,,16,104
R_36439741,0.0,Repo,1,R_36439741,6,36439741,,15,105
R_182926332,0.0,Repo,1,R_182926332,2,182926332,,8,171
R_81145663,0.0,Repo,1,R_81145663,1,81145663,,8,171
R_171396748,0.0,Repo,1,R_171396748,1,171396748,,8,171
R_688568610,0.0,Repo,1,R_688568610,1,688568610,,8,171
R_411527414,0.0,Repo,1,R_411527414,1,411527414,,8,171
R_150468186,0.0,Repo,1,R_150468186,1,150468186,,8,171
R_138596205,0.0,Repo,1,R_138596205,1,138596205,,8,171
R_480318757,0.0,Repo,1,R_480318757,1,480318757,,8,171
R_30193977,0.0,Repo,1,R_30193977,1,30193977,,8,171
R_126412363,0.3333333333333333,Repo,1,R_126412363,3,126412363,,3,647
R_85005111,0.0,Repo,1,R_85005111,1,85005111,,8,171
R_671838558,0.0,Repo,1,R_671838558,1,671838558,,8,171
R_614771793,0.0,Repo,1,R_614771793,1,614771793,,8,171
R_130865762,0.0,Repo,1,R_130865762,1,130865762,,8,171
R_110613089,0.0,Repo,1,R_110613089,1,110613089,,8,171
R_552661142,0.0,Repo,1,R_552661142,5,552661142,,16,104
R_6331631,0.0,Repo,1,R_6331631,1,6331631,,8,171
R_115758461,0.0,Repo,1,R_115758461,1,115758461,,8,171
R_495770186,0.0,Repo,1,R_495770186,1,495770186,,8,171
R_81227005,0.047619047619047616,Repo,1,R_81227005,7,81227005,,15,105
R_62117812,0.0,Repo,1,R_62117812,5,62117812,,0,1244
R_637349901,0.0,Repo,1,R_637349901,1,637349901,,8,171
R_204671232,0.0,Repo,1,R_204671232,2,204671232,,13,120
R_439232298,0.0,Repo,1,R_439232298,1,439232298,,8,171
R_513208282,0.0,Repo,1,R_513208282,2,513208282,,8,171
R_462611119,0.0,Repo,1,R_462611119,1,462611119,,8,171
R_39907649,1.0,Repo,1,R_39907649,2,39907649,,8,171
R_156108485,0.0,Repo,1,R_156108485,2,156108485,,8,171
R_86367123,0.0,Repo,1,R_86367123,1,86367123,,8,171
R_613848580,0.0,Repo,1,R_613848580,1,613848580,,8,171
R_258713958,0.0,Repo,1,R_258713958,1,258713958,,8,171
R_924551,0.0,Repo,1,R_924551,1,924551,,8,171
R_75164823,0.0,Repo,1,R_75164823,1,75164823,,8,171
R_471459709,0.0,Repo,1,R_471459709,1,471459709,,8,171
R_336150764,0.0,Repo,1,R_336150764,1,336150764,,8,171
R_643909209,0.0,Repo,1,R_643909209,1,643909209,,8,171
R_637002627,0.0,Repo,1,R_637002627,1,637002627,,8,171
R_279745783,0.0,Repo,1,R_279745783,1,279745783,,8,171
R_625808524,0.0,Repo,1,R_625808524,1,625808524,,8,171
R_151619717,0.0,Repo,1,R_151619717,3,151619717,,7,178
R_474982484,0.0,Repo,1,R_474982484,1,474982484,,8,171
R_52300938,0.09523809523809523,Repo,1,R_52300938,7,52300938,,11,134
R_31432573,0.0,Repo,1,R_31432573,1,31432573,,8,171
R_675915182,0.0,Repo,1,R_675915182,1,675915182,,8,171
R_232539879,0.5,Repo,1,R_232539879,4,232539879,,2,855
R_543207884,0.0,Repo,1,R_543207884,1,543207884,,8,171
R_29261473,0.16666666666666666,Repo,1,R_29261473,4,29261473,,8,171
R_20904437,0.0,Repo,1,R_20904437,2,20904437,,2,855
R_1460385,0.0,Repo,1,R_1460385,1,1460385,,8,171
R_470405503,0.0,Repo,1,R_470405503,1,470405503,,8,171
R_1362490,0.047619047619047616,Repo,1,R_1362490,15,1362490,,3,647
R_134018330,0.0,Repo,1,R_134018330,1,134018330,,8,171
R_501687,0.2222222222222222,Repo,1,R_501687,9,501687,,0,1244
R_7056202,0.0,Repo,1,R_7056202,3,7056202,,12,122
R_208698479,0.0,Repo,1,R_208698479,2,208698479,,8,171
R_11247824,0.0,Repo,1,R_11247824,1,11247824,,0,1244
R_258297672,0.0,Repo,1,R_258297672,1,258297672,,0,1244
R_450602159,0.0,Repo,1,R_450602159,1,450602159,,0,1244
R_166515022,0.00976460331299041,Repo,1,R_166515022,196,166515022,trinodb/trino,0,1244
R_310611,0.2,Repo,1,R_310611,10,310611,,0,1244
R_308653481,0.0,Repo,1,R_308653481,1,308653481,,0,1244
R_240846407,0.0,Repo,1,R_240846407,2,240846407,,0,1244
R_1204125,0.0,Repo,1,R_1204125,1,1204125,,0,1244
R_291153670,0.0,Repo,1,R_291153670,1,291153670,,0,1244
R_2383782,0.0,Repo,1,R_2383782,1,2383782,,0,1244
R_636360007,0.0,Repo,1,R_636360007,1,636360007,,0,1244
R_598141720,0.0,Repo,1,R_598141720,1,598141720,,0,1244
R_35144191,0.5238095238095238,Repo,1,R_35144191,7,35144191,,0,1244
R_20473418,0.16666666666666666,Repo,1,R_20473418,11,20473418,apache/phoenix,0,1244
R_14173176,0.0,Repo,1,R_14173176,4,14173176,,0,1244
R_298328,0.0,Repo,1,R_298328,3,298328,,0,1244
R_9290699,1.0,Repo,1,R_9290699,2,9290699,,0,1244
R_199997323,0.0,Repo,1,R_199997323,1,199997323,,0,1244
R_212786426,0.0,Repo,1,R_212786426,1,212786426,,0,1244
R_242094505,0.0,Repo,1,R_242094505,1,242094505,,0,1244
R_468964083,0.0,Repo,1,R_468964083,1,468964083,,0,1244
R_14135470,0.0,Repo,1,R_14135470,1,14135470,,0,1244
R_20089857,0.03333333333333333,Repo,1,R_20089857,27,20089857,apache/hbase,0,1244
R_17310686,0.0,Repo,1,R_17310686,1,17310686,,0,1244
R_353886007,0.0,Repo,1,R_353886007,1,353886007,,0,1244
R_56729247,0.06666666666666667,Repo,1,R_56729247,6,56729247,,0,1244
R_165758293,0.0,Repo,1,R_165758293,2,165758293,,0,1244
R_8804093,0.3333333333333333,Repo,1,R_8804093,3,8804093,,0,1244
R_30945132,1.0,Repo,1,R_30945132,2,30945132,,3,647
R_192345200,0.0,Repo,1,R_192345200,1,192345200,,0,1244
R_13404515,0.13333333333333333,Repo,1,R_13404515,6,13404515,,0,1244
R_683089774,0.0,Repo,1,R_683089774,1,683089774,,0,1244
R_93290292,0.2,Repo,1,R_93290292,6,93290292,,0,1244
R_114312965,0.0,Repo,1,R_114312965,1,114312965,,0,1244
R_33880730,1.0,Repo,1,R_33880730,2,33880730,,0,1244
R_548730031,1.0,Repo,1,R_548730031,3,548730031,,0,1244
R_21193524,0.1111111111111111,Repo,1,R_21193524,9,21193524,,0,1244
R_279115112,0.0,Repo,1,R_279115112,1,279115112,,0,1244
R_212984760,0.0,Repo,1,R_212984760,1,212984760,,0,1244
R_212382406,0.0,Repo,1,R_212382406,1,212382406,,0,1244
R_60246359,0.0023653537915687586,Repo,1,R_60246359,370,60246359,ClickHouse/ClickHouse,3,647
R_283187702,0.0,Repo,1,R_283187702,1,283187702,,3,647
R_487009502,1.0,Repo,1,R_487009502,2,487009502,,3,647
R_474609551,0.0,Repo,1,R_474609551,1,474609551,,3,647
R_605020435,0.0,Repo,1,R_605020435,3,605020435,,7,178
R_108979839,0.0,Repo,1,R_108979839,2,108979839,,3,647
R_539453813,0.0,Repo,1,R_539453813,1,539453813,,3,647
R_427493431,0.0,Repo,1,R_427493431,1,427493431,,3,647
R_671805105,0.0,Repo,1,R_671805105,1,671805105,,3,647
R_475029937,0.0,Repo,1,R_475029937,1,475029937,,3,647
R_372609963,0.0,Repo,1,R_372609963,1,372609963,,3,647
R_38451868,0.0,Repo,1,R_38451868,1,38451868,,3,647
R_165021340,0.0,Repo,1,R_165021340,1,165021340,,3,647
R_463288368,0.0,Repo,1,R_463288368,1,463288368,,3,647
R_158477175,1.0,Repo,1,R_158477175,2,158477175,,3,647
R_208047461,0.0,Repo,1,R_208047461,1,208047461,,3,647
R_435375021,0.7,Repo,1,R_435375021,5,435375021,,0,1244
R_84972208,0.0,Repo,1,R_84972208,1,84972208,,3,647
R_670479236,0.0,Repo,1,R_670479236,1,670479236,,3,647
R_63421322,0.8333333333333334,Repo,1,R_63421322,4,63421322,,0,1244
R_160999,0.023809523809523808,Repo,1,R_160999,30,160999,apache/zookeeper,0,1244
R_279134229,0.0,Repo,1,R_279134229,1,279134229,,3,647
R_285320805,0.0,Repo,1,R_285320805,1,285320805,,3,647
R_639411042,0.0,Repo,1,R_639411042,1,639411042,,3,647
R_220808376,0.0,Repo,1,R_220808376,1,220808376,,3,647
R_527734576,0.0,Repo,1,R_527734576,1,527734576,,3,647
R_592066633,0.0,Repo,1,R_592066633,1,592066633,,3,647
R_22484898,0.0,Repo,1,R_22484898,2,22484898,,3,647
R_28366058,0.13333333333333333,Repo,1,R_28366058,6,28366058,,2,855
R_139076329,0.0,Repo,1,R_139076329,1,139076329,,3,647
R_412132838,0.0,Repo,1,R_412132838,2,412132838,,3,647
R_586021521,0.0,Repo,1,R_586021521,1,586021521,,3,647
R_53174933,0.0,Repo,1,R_53174933,1,53174933,,3,647
R_7634677,0.13333333333333333,Repo,1,R_7634677,6,7634677,,3,647
R_163185206,0.0,Repo,1,R_163185206,1,163185206,,3,647
R_628739599,1.0,Repo,1,R_628739599,2,628739599,,3,647
R_512901698,0.2,Repo,1,R_512901698,6,512901698,,1,987
R_436536364,0.0,Repo,1,R_436536364,1,436536364,,3,647
R_233147271,0.0,Repo,1,R_233147271,2,233147271,,13,120
R_438707344,0.0,Repo,1,R_438707344,1,438707344,,3,647
R_172456427,0.0,Repo,1,R_172456427,1,172456427,,3,647
R_172000765,0.0,Repo,1,R_172000765,1,172000765,,3,647
R_141451032,0.0,Repo,1,R_141451032,1,141451032,,3,647
R_530821975,0.0,Repo,1,R_530821975,1,530821975,,3,647
R_103940483,0.0,Repo,1,R_103940483,1,103940483,,3,647
R_411261949,0.0,Repo,1,R_411261949,1,411261949,,3,647
R_13655949,0.0,Repo,1,R_13655949,5,13655949,,0,1244
R_472230828,0.0,Repo,1,R_472230828,1,472230828,,3,647
R_143262333,0.0,Repo,1,R_143262333,1,143262333,,3,647
R_581145740,0.030303030303030304,Repo,1,R_581145740,25,581145740,ByConity/ByConity,3,647
R_597137891,0.0,Repo,1,R_597137891,1,597137891,,3,647
R_154962060,0.0,Repo,1,R_154962060,1,154962060,,3,647
R_204009988,0.0,Repo,1,R_204009988,2,204009988,,3,647
R_130688011,0.005949656750572082,Repo,1,R_130688011,117,130688011,meilisearch/meilisearch,1,987
R_179866722,0.0,Repo,1,R_179866722,1,179866722,,3,647
R_601458426,0.0,Repo,1,R_601458426,1,601458426,,3,647
R_31663150,0.0,Repo,1,R_31663150,1,31663150,,3,647
R_538480445,0.0,Repo,1,R_538480445,1,538480445,,3,647
R_23086893,0.09523809523809523,Repo,1,R_23086893,7,23086893,,2,855
R_304430669,0.0,Repo,1,R_304430669,1,304430669,,3,647
R_467151498,1.0,Repo,1,R_467151498,2,467151498,,3,647
R_606302895,0.0,Repo,1,R_606302895,1,606302895,,3,647
R_628225923,0.0,Repo,1,R_628225923,1,628225923,,3,647
R_244514240,0.0,Repo,1,R_244514240,1,244514240,,3,647
R_510907833,0.0,Repo,1,R_510907833,1,510907833,,3,647
R_372630017,0.0,Repo,1,R_372630017,2,372630017,,3,647
R_36654353,0.0,Repo,1,R_36654353,1,36654353,,3,647
R_737450129,0.0,Repo,1,R_737450129,1,737450129,,3,647
R_283230219,0.0,Repo,1,R_283230219,1,283230219,,3,647
R_40741114,0.0,Repo,1,R_40741114,1,40741114,,3,647
R_644947217,0.0,Repo,1,R_644947217,1,644947217,,3,647
R_95995403,0.0,Repo,1,R_95995403,1,95995403,,3,647
R_613772664,0.0,Repo,1,R_613772664,1,613772664,,3,647
R_436236826,1.0,Repo,1,R_436236826,2,436236826,,5,230
R_678214856,0.04367816091954023,Repo,1,R_678214856,33,678214856,timeplus-io/proton,3,647
R_153996559,0.0,Repo,1,R_153996559,1,153996559,,3,647
R_580405044,0.0,Repo,1,R_580405044,1,580405044,,3,647
R_299510783,0.16666666666666666,Repo,1,R_299510783,4,299510783,,27,20
R_20236160,0.0,Repo,1,R_20236160,1,20236160,,3,647
R_707184445,0.0,Repo,1,R_707184445,1,707184445,,3,647
R_605938979,1.0,Repo,1,R_605938979,2,605938979,,3,647
R_176821351,0.0,Repo,1,R_176821351,1,176821351,,3,647
R_338169115,0.0,Repo,1,R_338169115,1,338169115,,3,647
R_150110305,0.0,Repo,1,R_150110305,1,150110305,,3,647
R_385658067,0.0,Repo,1,R_385658067,1,385658067,,3,647
R_5958453,0.0,Repo,1,R_5958453,1,5958453,,3,647
R_1885237,0.0,Repo,1,R_1885237,1,1885237,,3,647
R_241163393,0.0,Repo,1,R_241163393,1,241163393,,3,647
R_417630672,0.0,Repo,1,R_417630672,1,417630672,,3,647
R_353523898,0.0,Repo,1,R_353523898,1,353523898,,3,647
R_7587038,0.0,Repo,1,R_7587038,1,7587038,,3,647
R_173952378,0.0,Repo,1,R_173952378,1,173952378,,3,647
R_13057937,0.0,Repo,1,R_13057937,1,13057937,,3,647
R_75234804,0.0,Repo,1,R_75234804,1,75234804,,3,647
R_164896915,0.0,Repo,1,R_164896915,1,164896915,,3,647
R_67354721,0.0,Repo,1,R_67354721,1,67354721,,3,647
R_606433492,0.06258890469416785,Repo,1,R_606433492,41,606433492,chdb-io/chdb,3,647
R_90912724,0.0,Repo,1,R_90912724,1,90912724,,3,647
R_268936983,0.0,Repo,1,R_268936983,1,268936983,,3,647
R_526908111,0.0,Repo,1,R_526908111,2,526908111,,3,647
R_68938580,0.0,Repo,1,R_68938580,1,68938580,,3,647
R_554411496,0.0,Repo,1,R_554411496,2,554411496,,7,178
R_908607,0.3333333333333333,Repo,1,R_908607,3,908607,,5,230
R_31180321,0.3333333333333333,Repo,1,R_31180321,3,31180321,,3,647
R_524496914,0.0,Repo,1,R_524496914,1,524496914,,3,647
R_206791328,1.0,Repo,1,R_206791328,2,206791328,,3,647
R_20072342,0.0,Repo,1,R_20072342,1,20072342,,3,647
R_472249049,0.0,Repo,1,R_472249049,1,472249049,,3,647
R_449091292,0.3333333333333333,Repo,1,R_449091292,3,449091292,,5,230
R_299603525,0.0,Repo,1,R_299603525,1,299603525,,3,647
R_574588439,0.06535947712418301,Repo,1,R_574588439,22,574588439,ytsaurus/ytsaurus,3,647
R_584359113,0.0,Repo,1,R_584359113,1,584359113,,3,647
R_150444746,0.0,Repo,1,R_150444746,1,150444746,,3,647
R_691974445,0.0,Repo,1,R_691974445,1,691974445,,3,647
R_184286875,0.10909090909090909,Repo,1,R_184286875,11,184286875,,17,99
R_6333751,0.0,Repo,1,R_6333751,1,6333751,,3,647
R_199921433,1.0,Repo,1,R_199921433,2,199921433,,3,647
R_551374215,0.058333333333333334,Repo,1,R_551374215,19,551374215,cozodb/cozo,3,647
R_104231541,0.0,Repo,1,R_104231541,3,104231541,,3,647
R_296405219,0.0,Repo,1,R_296405219,1,296405219,,3,647
R_87554659,0.0,Repo,1,R_87554659,1,87554659,,3,647
R_204949916,0.0,Repo,1,R_204949916,1,204949916,,3,647
R_221407234,0.0,Repo,1,R_221407234,1,221407234,,3,647
R_624308170,0.0,Repo,1,R_624308170,1,624308170,,3,647
R_631548305,0.0,Repo,1,R_631548305,1,631548305,,3,647
R_85320730,0.0,Repo,1,R_85320730,1,85320730,,3,647
R_57230414,0.0,Repo,1,R_57230414,1,57230414,,3,647
R_569041,0.16666666666666666,Repo,1,R_569041,4,569041,,3,647
R_78678862,1.0,Repo,1,R_78678862,2,78678862,,3,647
R_502126992,0.0,Repo,1,R_502126992,1,502126992,,3,647
R_622205108,0.0,Repo,1,R_622205108,1,622205108,,3,647
R_111860063,0.0,Repo,1,R_111860063,2,111860063,,13,120
R_314442029,0.0,Repo,1,R_314442029,1,314442029,,3,647
R_157422219,0.0,Repo,1,R_157422219,1,157422219,,3,647
R_123684665,0.0,Repo,1,R_123684665,1,123684665,,3,647
R_309309464,0.0,Repo,1,R_309309464,1,309309464,,3,647
R_296296855,1.0,Repo,1,R_296296855,2,296296855,,3,647
R_511691380,0.0,Repo,1,R_511691380,3,511691380,,1,987
R_657093481,0.0,Repo,1,R_657093481,1,657093481,,3,647
R_12682522,0.3333333333333333,Repo,1,R_12682522,3,12682522,,21,35
R_19257422,0.013414634146341463,Repo,1,R_19257422,44,19257422,questdb/questdb,21,35
R_254623350,0.0,Repo,1,R_254623350,1,254623350,,3,647
R_250782700,0.0,Repo,1,R_250782700,1,250782700,,3,647
R_393562005,0.0,Repo,1,R_393562005,1,393562005,,3,647
R_29326047,0.0,Repo,1,R_29326047,3,29326047,,1,987
R_14509169,0.3333333333333333,Repo,1,R_14509169,3,14509169,,9,162
R_235819600,0.0,Repo,1,R_235819600,1,235819600,,3,647
R_6670942,0.0,Repo,1,R_6670942,1,6670942,,3,647
R_523043277,0.3333333333333333,Repo,1,R_523043277,3,523043277,,15,105
R_47671127,0.0,Repo,1,R_47671127,2,47671127,,3,647
R_25890500,0.0,Repo,1,R_25890500,2,25890500,,5,230
R_334164334,1.0,Repo,1,R_334164334,2,334164334,,15,105
R_439011383,0.0,Repo,1,R_439011383,1,439011383,,3,647
R_60489644,0.0,Repo,1,R_60489644,1,60489644,,3,647
R_126465227,0.0,Repo,1,R_126465227,1,126465227,,3,647
R_125266328,0.0,Repo,1,R_125266328,3,125266328,,15,105
R_624131986,0.0,Repo,1,R_624131986,2,624131986,,19,67
R_617816604,0.0,Repo,1,R_617816604,1,617816604,,3,647
R_6376337,0.0,Repo,1,R_6376337,1,6376337,,3,647
R_235901813,0.0,Repo,1,R_235901813,1,235901813,,3,647
R_72667908,0.0,Repo,1,R_72667908,1,72667908,,3,647
R_358201880,0.0,Repo,1,R_358201880,1,358201880,,3,647
R_30216244,0.0,Repo,1,R_30216244,1,30216244,,3,647
R_219915319,0.0,Repo,1,R_219915319,1,219915319,,3,647
R_239416281,0.0,Repo,1,R_239416281,1,239416281,,3,647
R_140325970,0.0,Repo,1,R_140325970,1,140325970,,3,647
R_676097068,0.0,Repo,1,R_676097068,1,676097068,,3,647
R_647824125,0.0,Repo,1,R_647824125,1,647824125,,3,647
R_643013042,0.0,Repo,1,R_643013042,1,643013042,,3,647
R_438001215,0.0,Repo,1,R_438001215,1,438001215,,3,647
R_1916228,0.0,Repo,1,R_1916228,1,1916228,,3,647
R_33413850,0.0,Repo,1,R_33413850,1,33413850,,3,647
R_433653701,0.0,Repo,1,R_433653701,1,433653701,,3,647
R_402945349,0.6666666666666666,Repo,1,R_402945349,3,402945349,,8,171
R_78870047,0.0,Repo,1,R_78870047,4,78870047,,3,647
R_517653557,0.0,Repo,1,R_517653557,1,517653557,,3,647
R_175096978,0.0,Repo,1,R_175096978,1,175096978,,3,647
R_259281907,0.0,Repo,1,R_259281907,1,259281907,,3,647
R_198683574,0.008145363408521303,Repo,1,R_198683574,59,198683574,dolthub/dolt,2,855
R_36778364,0.0,Repo,1,R_36778364,1,36778364,,3,647
R_54280778,0.0,Repo,1,R_54280778,1,54280778,,3,647
R_569050726,0.0,Repo,1,R_569050726,1,569050726,,3,647
R_80624075,0.0,Repo,1,R_80624075,1,80624075,,3,647
R_6148317,0.6666666666666666,Repo,1,R_6148317,3,6148317,,5,230
R_103980089,0.0,Repo,1,R_103980089,1,103980089,,3,647
R_304432822,0.0,Repo,1,R_304432822,1,304432822,,3,647
R_13868694,0.0,Repo,1,R_13868694,1,13868694,,3,647
R_10080335,0.0,Repo,1,R_10080335,1,10080335,,3,647
R_228117837,0.0,Repo,1,R_228117837,1,228117837,,3,647
R_593346082,0.0,Repo,1,R_593346082,1,593346082,,3,647
R_203589409,0.0,Repo,1,R_203589409,1,203589409,,3,647
R_16916235,0.0,Repo,1,R_16916235,2,16916235,,9,162
R_200663555,1.0,Repo,1,R_200663555,2,200663555,,21,35
R_415741642,0.0,Repo,1,R_415741642,1,415741642,,3,647
R_582706245,0.0,Repo,1,R_582706245,1,582706245,,3,647
R_288677911,0.0,Repo,1,R_288677911,1,288677911,,3,647
R_442716595,0.0,Repo,1,R_442716595,1,442716595,,3,647
R_585727736,0.0,Repo,1,R_585727736,1,585727736,,3,647
R_14812739,0.0,Repo,1,R_14812739,3,14812739,,13,120
